what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1272037316899
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037322623
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037356112
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037377834
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037382022
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037410301
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037433311
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272037441061
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272037441208
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272037446791
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272037446892
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037460362
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037465431
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272037470153
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272037470153
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.close",1272037470180
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272037470706
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272037470706
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.close",1272037470719
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1272037471149
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272037471150
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.close",1272037471182
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037472357
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037536436
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037538824
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037539564
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272037541333
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037612880
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037625065
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037627335
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037670424
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037670973
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037708803
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037710109
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037873522
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272037873757
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038194093
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038197974
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038202471
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038212820
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038213020
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1272038237972
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038241709
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272038242753
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1272038248666
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038248700
executed,command,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.openSearchDialog",1272038248717
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038249008
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038249749
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038252268
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038252482
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038303707
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038303849
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038571486
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038589800
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272038591182
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038600792
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272038620145
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038622906
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1272038628374
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038631314
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038633790
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1272038652673
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1272038652858
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1272038653065
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038671569
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038671702
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038682104
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038691631
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038699149
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038703316
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038703455
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038707483
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038708846
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038708974
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038716140
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038716264
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038718301
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038726100
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272038728100
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272039591110
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272039595034
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272039626545
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272039626689
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272039630292
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272039633320
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1272039644210
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039645109
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272039645826
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1272039646674
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039646722
executed,command,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.openSearchDialog",1272039646743
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039647038
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039648043
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272039656625
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1272039702163
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039702832
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272039704317
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1272039708693
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039708733
executed,command,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.openSearchDialog",1272039708751
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272039708821
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039711048
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272039715472
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1272039720682
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039720885
executed,command,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.openSearchDialog",1272039720908
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039721198
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039723083
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272039744263
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272039756439
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041178597
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1272041183855
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272041186103
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1272041188284
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1272041188546
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1272041190769
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1272041190994
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272041191726
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041192640
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041721108
started,bundle,org.eclipse.mylyn.java.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.ui",1272041723255
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1272041723887
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1272041725126
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1272041725372
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1272041729327
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1272041732747
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1272041733659
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1272041733908
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1272041735858
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1272041736912
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1272041737149
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272041737430
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041737755
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041743566
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041745193
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041777907
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1272041780307
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272041781471
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272041785042
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272041787433
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272041790123
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1272041792243
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272041793446
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041797785
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041800486
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1272041800495
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041803753
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041823281
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1272041823300
error,log,,,"Variable references non-existent resource : ${workspace_loc:robocode.api/target/launch}",1272041823373
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041823457
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1272041828488
opened,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1272041828748
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041828784
activated,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1272041828799
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041925409
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041926079
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272041933335
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272041947999
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272042276948
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272042278843
